country-code,year,economic-fitness
AFG,1995,0.06895
AFG,1996,0.06449
AFG,1997,0.21925
AFG,1998,0.08801
AFG,1999,0.14127
AFG,2000,0.23200
AFG,2001,0.27210
AFG,2002,0.19268
AFG,2003,0.23499
AFG,2004,0.19361
AFG,2005,0.31171
AFG,2006,0.19375
AFG,2007,0.14549
AFG,2008,0.20758
AFG,2009,0.62194
AFG,2010,0.31129
AFG,2011,0.10048
AFG,2012,0.07757
AFG,2013,0.10157
AFG,2014,0.05350
AFG,2015,0.05370
AGO,1995,0.00000
AGO,1996,0.00000
AGO,1997,0.00000
AGO,1998,0.00000
AGO,1999,0.00000
AGO,2000,0.00000
AGO,2001,0.00000
AGO,2002,0.00000
AGO,2003,0.00000
AGO,2004,0.00000
AGO,2005,0.00000
AGO,2006,0.00000
AGO,2007,0.00000
AGO,2008,0.00000
AGO,2009,0.00000
AGO,2010,0.00000
AGO,2011,0.00000
AGO,2012,0.00000
AGO,2013,0.00000
AGO,2014,0.00000
AGO,2015,0.00000
ALB,1995,0.19011
ALB,1996,0.44012
ALB,1997,0.37589
ALB,1998,0.43081
ALB,1999,0.44994
ALB,2000,0.54939
ALB,2001,0.46480
ALB,2002,0.47344
ALB,2003,0.58089
ALB,2004,0.49457
ALB,2005,0.49526
ALB,2006,0.46101
ALB,2007,0.48162
ALB,2008,0.86836
ALB,2009,0.89086
ALB,2010,0.42641
ALB,2011,0.41327
ALB,2012,0.42853
ALB,2013,0.42380
ALB,2014,0.34232
ALB,2015,0.37462
AND,1995,0.65982
AND,1996,0.65610
AND,1997,0.85326
AND,1998,0.85578
AND,1999,0.76340
AND,2000,0.85494
AND,2001,0.94285
AND,2002,0.80844
AND,2003,0.69105
AND,2004,0.72832
AND,2005,0.68253
AND,2006,0.78821
AND,2007,0.90710
AND,2008,0.75068
AND,2009,0.64020
AND,2010,0.46577
AND,2011,0.23063
AND,2012,0.61898
AND,2013,0.30037
AND,2014,0.18079
AND,2015,0.36942
ARE,1995,0.10596
ARE,1996,0.12949
ARE,1997,0.16518
ARE,1998,0.34634
ARE,1999,0.34197
ARE,2000,0.29689
ARE,2001,0.30817
ARE,2002,0.36551
ARE,2003,0.36146
ARE,2004,0.48235
ARE,2005,0.67758
ARE,2006,0.21291
ARE,2007,0.67632
ARE,2008,0.45388
ARE,2009,0.18639
ARE,2010,0.56959
ARE,2011,0.39783
ARE,2012,0.14041
ARE,2013,0.18323
ARE,2014,0.18133
ARE,2015,0.34386
ARG,1995,0.78902
ARG,1996,0.80379
ARG,1997,0.92882
ARG,1998,0.89541
ARG,1999,0.88869
ARG,2000,0.90567
ARG,2001,0.84634
ARG,2002,0.75577
ARG,2003,0.78036
ARG,2004,0.84766
ARG,2005,0.84877
ARG,2006,0.84941
ARG,2007,0.85164
ARG,2008,0.79967
ARG,2009,0.81936
ARG,2010,0.83044
ARG,2011,0.63882
ARG,2012,0.65138
ARG,2013,0.57691
ARG,2014,0.59698
ARG,2015,0.62147
ARM,1995,0.02027
ARM,1996,0.54333
ARM,1997,1.18290
ARM,1998,0.79878
ARM,1999,0.82219
ARM,2000,0.61208
ARM,2001,0.79189
ARM,2002,0.46268
ARM,2003,0.42479
ARM,2004,0.37568
ARM,2005,0.36613
ARM,2006,0.31305
ARM,2007,0.63870
ARM,2008,0.50917
ARM,2009,0.42582
ARM,2010,0.32899
ARM,2011,0.43946
ARM,2012,0.42947
ARM,2013,0.24752
ARM,2014,0.21659
ARM,2015,0.32028
AUS,1995,1.11670
AUS,1996,1.14280
AUS,1997,1.11260
AUS,1998,0.98680
AUS,1999,1.02670
AUS,2000,1.18220
AUS,2001,1.03350
AUS,2002,1.09580
AUS,2003,1.01950
AUS,2004,0.84245
AUS,2005,0.72776
AUS,2006,0.69969
AUS,2007,0.71359
AUS,2008,0.59169
AUS,2009,0.51095
AUS,2010,0.42168
AUS,2011,0.34349
AUS,2012,0.37233
AUS,2013,0.34311
AUS,2014,0.38785
AUS,2015,0.38848
AUT,1995,4.14830
AUT,1996,3.98230
AUT,1997,3.80460
AUT,1998,3.76370
AUT,1999,3.78410
AUT,2000,3.59300
AUT,2001,3.50290
AUT,2002,3.48710
AUT,2003,3.40240
AUT,2004,3.53760
AUT,2005,3.59050
AUT,2006,3.41430
AUT,2007,3.35730
AUT,2008,3.50550
AUT,2009,3.47610
AUT,2010,3.35480
AUT,2011,3.56920
AUT,2012,3.40600
AUT,2013,3.54070
AUT,2014,3.50830
AUT,2015,3.33597
AZE,1995,0.02663
AZE,1996,0.40006
AZE,1997,0.33687
AZE,1998,0.38720
AZE,1999,0.14784
AZE,2000,0.13855
AZE,2001,0.07857
AZE,2002,0.10957
AZE,2003,0.09548
AZE,2004,0.08359
AZE,2005,0.06889
AZE,2006,0.06557
AZE,2007,0.04085
AZE,2008,0.01534
AZE,2009,0.01596
AZE,2010,0.01985
AZE,2011,0.01069
AZE,2012,0.00918
AZE,2013,0.00663
AZE,2014,0.00186
AZE,2015,0.00625
BDI,1995,0.00669
BDI,1996,0.00693
BDI,1997,0.00202
BDI,1998,0.00305
BDI,1999,0.00503
BDI,2000,0.00583
BDI,2001,0.02213
BDI,2002,0.05324
BDI,2003,0.00673
BDI,2004,0.01463
BDI,2005,0.01786
BDI,2006,0.07916
BDI,2007,0.09313
BDI,2008,0.06220
BDI,2009,0.05123
BDI,2010,0.05178
BDI,2011,0.04607
BDI,2012,0.04359
BDI,2013,0.02417
BDI,2014,0.07395
BDI,2015,0.03492
BEL,1995,5.12390
BEL,1996,5.10490
BEL,1997,5.05900
BEL,1998,4.85210
BEL,1999,4.94060
BEL,2000,4.49100
BEL,2001,4.60190
BEL,2002,4.47000
BEL,2003,4.49770
BEL,2004,4.45510
BEL,2005,4.40350
BEL,2006,4.33200
BEL,2007,4.10900
BEL,2008,4.16460
BEL,2009,4.21020
BEL,2010,4.07990
BEL,2011,4.00230
BEL,2012,4.23260
BEL,2013,4.16640
BEL,2014,4.30130
BEL,2015,4.20736
BEN,1995,0.03068
BEN,1996,0.02758
BEN,1997,0.00686
BEN,1998,0.08641
BEN,1999,0.06169
BEN,2000,0.07641
BEN,2001,0.08436
BEN,2002,0.08917
BEN,2003,0.07860
BEN,2004,0.03821
BEN,2005,0.04532
BEN,2006,0.05154
BEN,2007,0.05051
BEN,2008,0.04425
BEN,2009,0.08809
BEN,2010,0.01748
BEN,2011,0.01268
BEN,2012,0.04522
BEN,2013,0.04352
BEN,2014,0.04477
BEN,2015,0.06844
BFA,1995,0.02342
BFA,1996,0.04705
BFA,1997,0.12448
BFA,1998,0.08192
BFA,1999,0.12330
BFA,2000,0.31814
BFA,2001,0.36634
BFA,2002,0.46714
BFA,2003,0.08758
BFA,2004,0.13148
BFA,2005,0.09442
BFA,2006,0.10035
BFA,2007,0.13601
BFA,2008,0.03896
BFA,2009,0.03688
BFA,2010,0.06876
BFA,2011,0.01144
BFA,2012,0.02290
BFA,2013,0.01871
BFA,2014,0.02738
BFA,2015,0.00840
BGD,1995,0.10746
BGD,1996,0.12899
BGD,1997,0.14994
BGD,1998,0.17704
BGD,1999,0.14039
BGD,2000,0.24871
BGD,2001,0.30344
BGD,2002,0.28026
BGD,2003,0.28609
BGD,2004,0.28575
BGD,2005,0.29752
BGD,2006,0.32814
BGD,2007,0.37114
BGD,2008,0.20928
BGD,2009,0.26004
BGD,2010,0.30471
BGD,2011,0.27904
BGD,2012,0.34158
BGD,2013,0.25405
BGD,2014,0.25507
BGD,2015,0.25145
BGR,1995,1.14100
BGR,1996,1.52510
BGR,1997,1.56550
BGR,1998,1.59380
BGR,1999,1.53210
BGR,2000,1.50790
BGR,2001,1.48590
BGR,2002,1.46710
BGR,2003,1.53270
BGR,2004,1.55150
BGR,2005,1.49480
BGR,2006,1.44480
BGR,2007,1.56840
BGR,2008,1.54180
BGR,2009,1.71870
BGR,2010,1.62260
BGR,2011,1.71380
BGR,2012,1.82740
BGR,2013,1.69180
BGR,2014,1.74840
BGR,2015,1.77151
BHR,1995,0.05015
BHR,1996,0.08723
BHR,1997,0.03867
BHR,1998,0.13366
BHR,1999,0.10837
BHR,2000,0.16121
BHR,2001,0.14786
BHR,2002,0.20697
BHR,2003,0.20736
BHR,2004,0.17026
BHR,2005,0.21449
BHR,2006,0.15106
BHR,2007,0.21017
BHR,2008,0.24566
BHR,2009,0.25894
BHR,2010,0.25556
BHR,2011,0.17819
BHR,2012,0.22725
BHR,2013,0.25506
BHR,2014,0.33775
BHR,2015,0.50420
BIH,1995,0.38089
BIH,1996,0.66933
BIH,1997,0.64991
BIH,1998,0.69868
BIH,1999,0.54795
BIH,2000,0.54402
BIH,2001,0.58817
BIH,2002,0.65981
BIH,2003,0.69151
BIH,2004,0.81206
BIH,2005,0.69793
BIH,2006,0.73584
BIH,2007,0.75294
BIH,2008,0.81564
BIH,2009,0.89225
BIH,2010,0.81419
BIH,2011,0.84236
BIH,2012,0.84061
BIH,2013,0.90199
BIH,2014,0.85774
BIH,2015,0.77760
BLR,1995,0.49446
BLR,1996,0.89852
BLR,1997,0.82500
BLR,1998,1.43890
BLR,1999,1.39370
BLR,2000,1.22600
BLR,2001,1.20120
BLR,2002,1.32230
BLR,2003,1.22840
BLR,2004,1.10000
BLR,2005,0.98339
BLR,2006,0.90507
BLR,2007,0.95433
BLR,2008,0.93876
BLR,2009,0.81953
BLR,2010,0.98249
BLR,2011,0.92876
BLR,2012,0.94779
BLR,2013,1.13050
BLR,2014,1.00590
BLR,2015,0.97424
BLZ,1995,0.04123
BLZ,1996,0.04011
BLZ,1997,0.06046
BLZ,1998,0.10276
BLZ,1999,0.03072
BLZ,2000,0.09050
BLZ,2001,0.10082
BLZ,2002,0.20264
BLZ,2003,0.15186
BLZ,2004,0.15549
BLZ,2005,0.11064
BLZ,2006,0.12122
BLZ,2007,0.10946
BLZ,2008,1.09540
BLZ,2009,0.72280
BLZ,2010,0.07210
BLZ,2011,0.38498
BLZ,2012,0.07826
BLZ,2013,0.15703
BLZ,2014,0.16884
BLZ,2015,0.14791
BOL,1995,0.07697
BOL,1996,0.11400
BOL,1997,0.08819
BOL,1998,0.11271
BOL,1999,0.12686
BOL,2000,0.15955
BOL,2001,0.15793
BOL,2002,0.17237
BOL,2003,0.14398
BOL,2004,0.13588
BOL,2005,0.12508
BOL,2006,0.10843
BOL,2007,0.09581
BOL,2008,0.09963
BOL,2009,0.09284
BOL,2010,0.10971
BOL,2011,0.06824
BOL,2012,0.10547
BOL,2013,0.05589
BOL,2014,0.03222
BOL,2015,0.03475
BRA,1995,1.69660
BRA,1996,1.74230
BRA,1997,1.53010
BRA,1998,1.73770
BRA,1999,1.58260
BRA,2000,1.59950
BRA,2001,1.49880
BRA,2002,1.36760
BRA,2003,1.58530
BRA,2004,1.52970
BRA,2005,1.55640
BRA,2006,1.58080
BRA,2007,1.41520
BRA,2008,1.22880
BRA,2009,1.19240
BRA,2010,1.17560
BRA,2011,1.18060
BRA,2012,1.06230
BRA,2013,0.94035
BRA,2014,0.96147
BRA,2015,1.08710
BRN,1995,0.00012
BRN,1996,0.00000
BRN,1997,0.01652
BRN,1998,0.02873
BRN,1999,0.00710
BRN,2000,0.00790
BRN,2001,0.03459
BRN,2002,0.02188
BRN,2003,0.01965
BRN,2004,0.05668
BRN,2005,0.00212
BRN,2006,0.01937
BRN,2007,0.00000
BRN,2008,0.00000
BRN,2009,0.00001
BRN,2010,0.00000
BRN,2011,0.00000
BRN,2012,0.00000
BRN,2013,0.00137
BRN,2014,0.00976
BRN,2015,0.02389
BTN,1995,0.01654
BTN,1996,0.01355
BTN,1997,0.03954
BTN,1998,0.07823
BTN,1999,0.08808
BTN,2000,0.05856
BTN,2001,0.09162
BTN,2002,0.05883
BTN,2003,0.10334
BTN,2004,0.04333
BTN,2005,0.10091
BTN,2006,0.08587
BTN,2007,0.06759
BTN,2008,0.02001
BTN,2009,0.09209
BTN,2010,0.09176
BTN,2011,0.05974
BTN,2012,0.09918
BTN,2013,0.00377
BTN,2014,0.01063
BTN,2015,0.00976
CAF,1995,0.02449
CAF,1996,0.03986
CAF,1997,0.03557
CAF,1998,0.05248
CAF,1999,0.08852
CAF,2000,0.09878
CAF,2001,0.16560
CAF,2002,0.13201
CAF,2003,0.07588
CAF,2004,0.02740
CAF,2005,0.03549
CAF,2006,0.02728
CAF,2007,0.02066
CAF,2008,0.03171
CAF,2009,0.05381
CAF,2010,0.04207
CAF,2011,0.02364
CAF,2012,0.04599
CAF,2013,0.01896
CAF,2014,0.01953
CAF,2015,0.00568
CAN,1995,1.62680
CAN,1996,2.17660
CAN,1997,1.96130
CAN,1998,2.03340
CAN,1999,2.00910
CAN,2000,1.90880
CAN,2001,1.78550
CAN,2002,2.00840
CAN,2003,1.90060
CAN,2004,1.80570
CAN,2005,1.55140
CAN,2006,1.50440
CAN,2007,1.39360
CAN,2008,1.29240
CAN,2009,1.49150
CAN,2010,1.39880
CAN,2011,1.42580
CAN,2012,1.42400
CAN,2013,1.25770
CAN,2014,1.17300
CAN,2015,1.35310
CHE,1995,6.13200
CHE,1996,5.39140
CHE,1997,4.86510
CHE,1998,4.57180
CHE,1999,4.35800
CHE,2000,4.50340
CHE,2001,4.76590
CHE,2002,4.07800
CHE,2003,4.28880
CHE,2004,4.02370
CHE,2005,4.07590
CHE,2006,3.89620
CHE,2007,3.72070
CHE,2008,3.75350
CHE,2009,3.40840
CHE,2010,3.43860
CHE,2011,3.29070
CHE,2012,2.92780
CHE,2013,2.70870
CHE,2014,2.98080
CHE,2015,2.70237
CHL,1995,0.34157
CHL,1996,0.46454
CHL,1997,0.50715
CHL,1998,0.62131
CHL,1999,0.53348
CHL,2000,0.56990
CHL,2001,0.54715
CHL,2002,0.51372
CHL,2003,0.60327
CHL,2004,0.47508
CHL,2005,0.49711
CHL,2006,0.42532
CHL,2007,0.37556
CHL,2008,0.44801
CHL,2009,0.44224
CHL,2010,0.36344
CHL,2011,0.41118
CHL,2012,0.38865
CHL,2013,0.35100
CHL,2014,0.35453
CHL,2015,0.42487
CHN,1995,3.85700
CHN,1996,3.52140
CHN,1997,3.83260
CHN,1998,3.56120
CHN,1999,3.85000
CHN,2000,4.43650
CHN,2001,4.81130
CHN,2002,4.96970
CHN,2003,5.24490
CHN,2004,5.51620
CHN,2005,5.91340
CHN,2006,6.10330
CHN,2007,6.31290
CHN,2008,6.74780
CHN,2009,6.83730
CHN,2010,7.38820
CHN,2011,7.91470
CHN,2012,8.35510
CHN,2013,8.55570
CHN,2014,8.89670
CHN,2015,10.68784
CIV,1995,0.07709
CIV,1996,0.12172
CIV,1997,0.11469
CIV,1998,0.10607
CIV,1999,0.12213
CIV,2000,0.14061
CIV,2001,0.12754
CIV,2002,0.13766
CIV,2003,0.13047
CIV,2004,0.08751
CIV,2005,0.07403
CIV,2006,0.08207
CIV,2007,0.07745
CIV,2008,0.07704
CIV,2009,0.13059
CIV,2010,0.06864
CIV,2011,0.05215
CIV,2012,0.05631
CIV,2013,0.04277
CIV,2014,0.05715
CIV,2015,0.05729
CMR,1995,0.02397
CMR,1996,0.01386
CMR,1997,0.01552
CMR,1998,0.00468
CMR,1999,0.01329
CMR,2000,0.02851
CMR,2001,0.02577
CMR,2002,0.05001
CMR,2003,0.04787
CMR,2004,0.01786
CMR,2005,0.03021
CMR,2006,0.02722
CMR,2007,0.04033
CMR,2008,0.03596
CMR,2009,0.07425
CMR,2010,0.05730
CMR,2011,0.06991
CMR,2012,0.04965
CMR,2013,0.00452
CMR,2014,0.04802
CMR,2015,0.03848
COD,1995,0.00557
COD,1996,0.00785
COD,1997,0.00000
COD,1998,0.00250
COD,1999,0.00461
COD,2000,0.00636
COD,2001,0.01015
COD,2002,0.01339
COD,2003,0.02169
COD,2004,0.00942
COD,2005,0.01076
COD,2006,0.00749
COD,2007,0.00402
COD,2008,0.00786
COD,2009,0.01978
COD,2010,0.00794
COD,2011,0.00000
COD,2012,0.00160
COD,2013,0.00000
COD,2014,0.00000
COD,2015,0.00000
COG,1995,0.00130
COG,1996,0.00000
COG,1997,0.00000
COG,1998,0.00186
COG,1999,0.00063
COG,2000,0.00023
COG,2001,0.00085
COG,2002,0.00150
COG,2003,0.00133
COG,2004,0.00040
COG,2005,0.00144
COG,2006,0.00025
COG,2007,0.00208
COG,2008,0.00419
COG,2009,0.00793
COG,2010,0.00125
COG,2011,0.00000
COG,2012,0.00162
COG,2013,0.00000
COG,2014,0.00000
COG,2015,0.00000
COL,1995,0.51624
COL,1996,0.45681
COL,1997,0.45510
COL,1998,0.54927
COL,1999,0.50307
COL,2000,0.53639
COL,2001,0.57405
COL,2002,0.61597
COL,2003,0.60265
COL,2004,0.56208
COL,2005,0.53629
COL,2006,0.59619
COL,2007,0.67863
COL,2008,0.66860
COL,2009,0.65099
COL,2010,0.44142
COL,2011,0.33797
COL,2012,0.35756
COL,2013,0.35252
COL,2014,0.29174
COL,2015,0.37918
CRI,1995,0.24120
CRI,1996,0.30802
CRI,1997,0.41364
CRI,1998,0.40454
CRI,1999,0.31038
CRI,2000,0.35257
CRI,2001,0.43033
CRI,2002,0.40222
CRI,2003,0.32072
CRI,2004,0.34873
CRI,2005,0.36258
CRI,2006,0.36032
CRI,2007,0.36750
CRI,2008,0.42915
CRI,2009,0.32196
CRI,2010,0.30389
CRI,2011,0.27218
CRI,2012,0.28659
CRI,2013,0.20265
CRI,2014,0.19218
CRI,2015,0.41363
CYP,1995,0.54350
CYP,1996,0.76057
CYP,1997,0.86073
CYP,1998,0.74449
CYP,1999,0.71777
CYP,2000,0.85635
CYP,2001,0.82944
CYP,2002,0.84168
CYP,2003,0.75012
CYP,2004,1.00590
CYP,2005,1.03600
CYP,2006,0.74492
CYP,2007,1.00080
CYP,2008,1.15880
CYP,2009,1.23200
CYP,2010,1.13320
CYP,2011,1.06590
CYP,2012,0.83395
CYP,2013,0.80554
CYP,2014,1.10910
CYP,2015,0.83771
CZE,1995,4.79760
CZE,1996,4.02400
CZE,1997,3.82500
CZE,1998,3.67770
CZE,1999,3.75310
CZE,2000,3.70310
CZE,2001,3.46270
CZE,2002,3.39010
CZE,2003,3.27580
CZE,2004,3.32840
CZE,2005,3.33090
CZE,2006,3.32250
CZE,2007,3.23340
CZE,2008,3.11600
CZE,2009,2.96470
CZE,2010,3.13010
CZE,2011,3.25320
CZE,2012,3.23920
CZE,2013,3.34810
CZE,2014,3.20440
CZE,2015,3.10687
DEU,1995,10.27300
DEU,1996,9.14310
DEU,1997,8.50650
DEU,1998,7.88450
DEU,1999,7.65330
DEU,2000,7.33400
DEU,2001,6.95730
DEU,2002,6.82310
DEU,2003,7.05560
DEU,2004,6.89690
DEU,2005,6.71690
DEU,2006,6.72280
DEU,2007,6.66390
DEU,2008,6.84990
DEU,2009,6.19920
DEU,2010,6.53610
DEU,2011,6.53930
DEU,2012,6.55480
DEU,2013,7.14380
DEU,2014,6.92110
DEU,2015,6.66913
DNK,1995,2.99400
DNK,1996,2.85230
DNK,1997,2.87630
DNK,1998,2.90140
DNK,1999,2.82740
DNK,2000,2.61220
DNK,2001,2.40700
DNK,2002,2.39760
DNK,2003,2.47280
DNK,2004,2.61000
DNK,2005,2.54850
DNK,2006,2.43530
DNK,2007,2.48830
DNK,2008,2.39880
DNK,2009,2.38910
DNK,2010,2.41710
DNK,2011,2.59930
DNK,2012,2.38200
DNK,2013,2.34010
DNK,2014,2.48730
DNK,2015,2.29986
DZA,1995,0.02640
DZA,1996,0.03492
DZA,1997,0.00391
DZA,1998,0.02778
DZA,1999,0.00919
DZA,2000,0.01019
DZA,2001,0.01698
DZA,2002,0.02620
DZA,2003,0.01018
DZA,2004,0.00505
DZA,2005,0.00224
DZA,2006,0.00404
DZA,2007,0.00000
DZA,2008,0.00132
DZA,2009,0.00632
DZA,2010,0.00161
DZA,2011,0.00000
DZA,2012,0.00000
DZA,2013,0.00000
DZA,2014,0.00000
DZA,2015,0.00000
ECU,1995,0.08513
ECU,1996,0.10710
ECU,1997,0.10676
ECU,1998,0.14834
ECU,1999,0.16266
ECU,2000,0.17789
ECU,2001,0.17097
ECU,2002,0.16391
ECU,2003,0.15722
ECU,2004,0.12237
ECU,2005,0.12323
ECU,2006,0.15518
ECU,2007,0.15572
ECU,2008,0.11831
ECU,2009,0.14495
ECU,2010,0.20526
ECU,2011,0.14972
ECU,2012,0.18104
ECU,2013,0.12153
ECU,2014,0.07104
ECU,2015,0.07888
EGY,1995,0.47756
EGY,1996,0.48210
EGY,1997,0.48933
EGY,1998,0.55670
EGY,1999,0.63485
EGY,2000,0.62307
EGY,2001,0.65671
EGY,2002,0.70909
EGY,2003,0.74057
EGY,2004,0.68654
EGY,2005,0.83763
EGY,2006,0.71132
EGY,2007,0.78629
EGY,2008,0.80610
EGY,2009,1.02600
EGY,2010,1.03000
EGY,2011,0.88489
EGY,2012,0.90315
EGY,2013,1.01320
EGY,2014,1.15100
EGY,2015,1.10285
ERI,1995,0.06836
ERI,1996,0.00038
ERI,1997,0.00771
ERI,1998,0.07663
ERI,1999,0.03654
ERI,2000,0.06072
ERI,2001,0.13633
ERI,2002,0.17252
ERI,2003,0.24231
ERI,2004,0.18764
ERI,2005,0.10298
ERI,2006,0.17043
ERI,2007,0.02981
ERI,2008,0.11275
ERI,2009,0.16653
ERI,2010,0.12455
ERI,2011,0.00070
ERI,2012,0.00633
ERI,2013,0.00032
ERI,2014,0.00000
ERI,2015,0.00000
ESP,1995,3.96360
ESP,1996,3.79100
ESP,1997,3.66350
ESP,1998,3.70640
ESP,1999,3.95880
ESP,2000,3.86660
ESP,2001,3.88730
ESP,2002,3.92500
ESP,2003,3.76250
ESP,2004,3.88840
ESP,2005,4.01000
ESP,2006,3.77300
ESP,2007,3.69600
ESP,2008,3.84090
ESP,2009,3.94840
ESP,2010,4.01980
ESP,2011,4.27650
ESP,2012,3.87590
ESP,2013,4.31460
ESP,2014,4.34250
ESP,2015,3.67105
EST,1995,1.25260
EST,1996,1.11980
EST,1997,1.08860
EST,1998,1.17950
EST,1999,1.04780
EST,2000,0.96635
EST,2001,1.12620
EST,2002,1.07120
EST,2003,1.15740
EST,2004,1.25480
EST,2005,1.38970
EST,2006,1.44040
EST,2007,1.59460
EST,2008,1.71170
EST,2009,1.55130
EST,2010,1.77500
EST,2011,1.65480
EST,2012,1.75930
EST,2013,2.00070
EST,2014,1.64950
EST,2015,1.68037
ETH,1995,0.01442
ETH,1996,0.00676
ETH,1997,0.00536
ETH,1998,0.01423
ETH,1999,0.01437
ETH,2000,0.03624
ETH,2001,0.06653
ETH,2002,0.08280
ETH,2003,0.06351
ETH,2004,0.10032
ETH,2005,0.10787
ETH,2006,0.10869
ETH,2007,0.12712
ETH,2008,0.13917
ETH,2009,0.17287
ETH,2010,0.18018
ETH,2011,0.15055
ETH,2012,0.13349
ETH,2013,0.12010
ETH,2014,0.09046
ETH,2015,0.11819
FIN,1995,1.76050
FIN,1996,1.88970
FIN,1997,1.86910
FIN,1998,1.75430
FIN,1999,1.80770
FIN,2000,1.59250
FIN,2001,1.45180
FIN,2002,1.62990
FIN,2003,1.62740
FIN,2004,1.64270
FIN,2005,1.61710
FIN,2006,1.54490
FIN,2007,1.58080
FIN,2008,1.52920
FIN,2009,1.55230
FIN,2010,1.66460
FIN,2011,1.82670
FIN,2012,1.76990
FIN,2013,1.67840
FIN,2014,1.63740
FIN,2015,1.71024
FRA,1995,6.20650
FRA,1996,6.19540
FRA,1997,5.84830
FRA,1998,5.52510
FRA,1999,5.64730
FRA,2000,5.36490
FRA,2001,5.31790
FRA,2002,5.35650
FRA,2003,5.17860
FRA,2004,5.35490
FRA,2005,5.02470
FRA,2006,5.08010
FRA,2007,4.83440
FRA,2008,4.99350
FRA,2009,4.69090
FRA,2010,4.65630
FRA,2011,4.85820
FRA,2012,4.84310
FRA,2013,4.82500
FRA,2014,4.90300
FRA,2015,4.39823
GAB,1995,0.00000
GAB,1996,0.00000
GAB,1997,0.00000
GAB,1998,0.00144
GAB,1999,0.00315
GAB,2000,0.00110
GAB,2001,0.00449
GAB,2002,0.00753
GAB,2003,0.00189
GAB,2004,0.00075
GAB,2005,0.00029
GAB,2006,0.00130
GAB,2007,0.00127
GAB,2008,0.00222
GAB,2009,0.00585
GAB,2010,0.00000
GAB,2011,0.00000
GAB,2012,0.00000
GAB,2013,0.00000
GAB,2014,0.00000
GAB,2015,0.00000
GBR,1995,6.61680
GBR,1996,6.35030
GBR,1997,5.67640
GBR,1998,5.50930
GBR,1999,5.27590
GBR,2000,4.84040
GBR,2001,4.72490
GBR,2002,4.47710
GBR,2003,4.64350
GBR,2004,4.59760
GBR,2005,4.30050
GBR,2006,4.19180
GBR,2007,4.00060
GBR,2008,4.04090
GBR,2009,3.99090
GBR,2010,4.04400
GBR,2011,3.84930
GBR,2012,3.77020
GBR,2013,3.66030
GBR,2014,3.96540
GBR,2015,3.60758
GEO,1995,0.26247
GEO,1996,0.66938
GEO,1997,0.61913
GEO,1998,0.75976
GEO,1999,0.58247
GEO,2000,0.69590
GEO,2001,0.66411
GEO,2002,0.48388
GEO,2003,0.51788
GEO,2004,0.34121
GEO,2005,0.32235
GEO,2006,0.34296
GEO,2007,0.29310
GEO,2008,0.29796
GEO,2009,0.27442
GEO,2010,0.29332
GEO,2011,0.33442
GEO,2012,0.26283
GEO,2013,0.21533
GEO,2014,0.23529
GEO,2015,0.27663
GHA,1995,0.01640
GHA,1996,0.03773
GHA,1997,0.04868
GHA,1998,0.07383
GHA,1999,0.07964
GHA,2000,0.07184
GHA,2001,0.09830
GHA,2002,0.06874
GHA,2003,0.16596
GHA,2004,0.07372
GHA,2005,0.08858
GHA,2006,0.07665
GHA,2007,0.10168
GHA,2008,0.09896
GHA,2009,0.09282
GHA,2010,0.08420
GHA,2011,0.11676
GHA,2012,0.05970
GHA,2013,0.07007
GHA,2014,0.04607
GHA,2015,0.00866
GIN,1995,0.00744
GIN,1996,0.01267
GIN,1997,0.00383
GIN,1998,0.00107
GIN,1999,0.00170
GIN,2000,0.00574
GIN,2001,0.01682
GIN,2002,0.01126
GIN,2003,0.00504
GIN,2004,0.01429
GIN,2005,0.00881
GIN,2006,0.01572
GIN,2007,0.00726
GIN,2008,0.01052
GIN,2009,0.00839
GIN,2010,0.00191
GIN,2011,0.00498
GIN,2012,0.00377
GIN,2013,0.00821
GIN,2014,0.00189
GIN,2015,0.00425
GMB,1995,0.09322
GMB,1996,0.10831
GMB,1997,0.22616
GMB,1998,0.18719
GMB,1999,0.11238
GMB,2000,0.20126
GMB,2001,0.17693
GMB,2002,0.17414
GMB,2003,0.26164
GMB,2004,0.16614
GMB,2005,0.15782
GMB,2006,0.22400
GMB,2007,0.15979
GMB,2008,0.17524
GMB,2009,0.14588
GMB,2010,0.12611
GMB,2011,0.15635
GMB,2012,0.07883
GMB,2013,0.07467
GMB,2014,0.08111
GMB,2015,0.00456
GNB,1995,0.00000
GNB,1996,0.00000
GNB,1997,0.00000
GNB,1998,0.00001
GNB,1999,0.00000
GNB,2000,0.00000
GNB,2001,0.00000
GNB,2002,0.00382
GNB,2003,0.01491
GNB,2004,0.00463
GNB,2005,0.00151
GNB,2006,0.00201
GNB,2007,0.00064
GNB,2008,0.00162
GNB,2009,0.00426
GNB,2010,0.00006
GNB,2011,0.00000
GNB,2012,0.00000
GNB,2013,0.00000
GNB,2014,0.00000
GNB,2015,0.00000
GRC,1995,0.97817
GRC,1996,0.96358
GRC,1997,1.10320
GRC,1998,1.26100
GRC,1999,1.18720
GRC,2000,1.24010
GRC,2001,1.20230
GRC,2002,1.32380
GRC,2003,1.36600
GRC,2004,1.33710
GRC,2005,1.33890
GRC,2006,1.25730
GRC,2007,1.32620
GRC,2008,1.31350
GRC,2009,1.36970
GRC,2010,1.31460
GRC,2011,1.05560
